Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","6","Andorra","6119","Value US$","22039","Gross National Income per capita","2013","2013","","40621.91272","Fc","Calculated data",""
"MK","Macro Indicators","6","Andorra","6119","Value US$","22039","Gross National Income per capita","2017","2017","","39249.760805","Fc","Calculated data",""
"MK","Macro Indicators","7","Angola","6109","Value Local Currency","22008","Gross Domestic Product","2013","2013","millions","13195003.553711","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6110","Value US$","22008","Gross Domestic Product","2013","2013","millions","136709.891897","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6166","Value Local Currency, 2010 prices","22008","Gross Domestic Product","2013","2013","millions","9078340.4534","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6183","Value Local Currency, 2015 prices","22008","Gross Domestic Product","2013","2013","millions","13184070.90648","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6167","Value US$, 2010 prices","22008","Gross Domestic Product","2013","2013","millions","98778.840095","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2013","2013","millions","109811.709607","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6155","Annual growth Local Currency","22008","Gross Domestic Product","2013","2013","%","7.935032","Fc","Calculated data",""
"MK","Macro Indicators","7","Angola","6170","Annual growth, Local Currency, 2010 prices","22008","Gross Domestic Product","2013","2013","%","4.95459","FC","Calculated data",""
"MK","Macro Indicators","7","Angola","6181","Annual growth, Local Currency, 2015 prices","22008","Gross Domestic Product","2013","2013","%","4.95459","Fc","Calculated data",""
"MK","Macro Indicators","7","Angola","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","6.76047","Fc","Calculated data",""
"MK","Macro Indicators","7","Angola","6171","Annual growth, US$, 2010 prices","22008","Gross Domestic Product","2013","2013","%","4.95459","Fc","Calculated data",""
"MK","Macro Indicators","7","Angola","6182","Annual growth, US$, 2015 prices","22008","Gross Domestic Product","2013","2013","%","4.95459","Fc","Calculated data",""
"MK","Macro Indicators","7","Angola","6109","Value Local Currency","22008","Gross Domestic Product","2017","2017","millions","20262296.106323","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6110","Value US$","22008","Gross Domestic Product","2017","2017","millions","122123.858628","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6166","Value Local Currency, 2010 prices","22008","Gross Domestic Product","2017","2017","millions","9124151.8709","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6183","Value Local Currency, 2015 prices","22008","Gross Domestic Product","2017","2017","millions","13570353.771298","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6167","Value US$, 2010 prices","22008","Gross Domestic Product","2017","2017","millions","99277.301098","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2017","2017","millions","113029.10597","X","International reliable sources","Data from UNSD AMA"
"MK","Macro Indicators","7","Angola","6155","Annual growth Local Currency","22008","Gross Domestic Product","2017","2017","%","22.434007","Fc","Calculated data",""
