Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EK","Livestock Patterns","191","Saint Vincent and the Grenadines","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","2500","Fc","Calculated data"
"EK","Livestock Patterns","191","Saint Vincent and the Grenadines","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","2500","Fc","Calculated data"
"EK","Livestock Patterns","244","Samoa","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.14","Fc","Calculated data"
"EK","Livestock Patterns","244","Samoa","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.14","Fc","Calculated data"
"EK","Livestock Patterns","244","Samoa","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","6.75","Fc","Calculated data"
"EK","Livestock Patterns","244","Samoa","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","6.8","Fc","Calculated data"
"EK","Livestock Patterns","244","Samoa","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","4841.49","Fc","Calculated data"
"EK","Livestock Patterns","244","Samoa","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","5046.39","Fc","Calculated data"
"EK","Livestock Patterns","193","Sao Tome and Principe","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","193","Sao Tome and Principe","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","193","Sao Tome and Principe","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","24.34","Fc","Calculated data"
"EK","Livestock Patterns","193","Sao Tome and Principe","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","18.17","Fc","Calculated data"
"EK","Livestock Patterns","193","Sao Tome and Principe","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","2650","Fc","Calculated data"
"EK","Livestock Patterns","193","Sao Tome and Principe","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","2295.6","Fc","Calculated data"
"EK","Livestock Patterns","194","Saudi Arabia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","194","Saudi Arabia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","194","Saudi Arabia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","46.98","Fc","Calculated data"
"EK","Livestock Patterns","194","Saudi Arabia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","48.99","Fc","Calculated data"
"EK","Livestock Patterns","194","Saudi Arabia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","1815000","Fc","Calculated data"
"EK","Livestock Patterns","194","Saudi Arabia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","1902101.7","Fc","Calculated data"
"EK","Livestock Patterns","195","Senegal","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","195","Senegal","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.07","Fc","Calculated data"
"EK","Livestock Patterns","195","Senegal","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","12.78","Fc","Calculated data"
"EK","Livestock Patterns","195","Senegal","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","14.74","Fc","Calculated data"
"EK","Livestock Patterns","195","Senegal","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","487960","Fc","Calculated data"
"EK","Livestock Patterns","195","Senegal","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","599507.75","Fc","Calculated data"
"EK","Livestock Patterns","272","Serbia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","272","Serbia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","272","Serbia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","10.17","Fc","Calculated data"
"EK","Livestock Patterns","272","Serbia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","10.03","Fc","Calculated data"
"EK","Livestock Patterns","272","Serbia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","173050","Fc","Calculated data"
"EK","Livestock Patterns","272","Serbia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","163380","Fc","Calculated data"
"EK","Livestock Patterns","196","Seychelles","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.57","Fc","Calculated data"
"EK","Livestock Patterns","196","Seychelles","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.97","Fc","Calculated data"
"EK","Livestock Patterns","196","Seychelles","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","32.71","Fc","Calculated data"
"EK","Livestock Patterns","196","Seychelles","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","46.24","Fc","Calculated data"
"EK","Livestock Patterns","196","Seychelles","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","880","Fc","Calculated data"
"EK","Livestock Patterns","196","Seychelles","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","1500","Fc","Calculated data"
"EK","Livestock Patterns","197","Sierra Leone","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","197","Sierra Leone","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","197","Sierra Leone","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","14.46","Fc","Calculated data"
"EK","Livestock Patterns","197","Sierra Leone","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","14.18","Fc","Calculated data"
"EK","Livestock Patterns","197","Sierra Leone","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","125910","Fc","Calculated data"
"EK","Livestock Patterns","197","Sierra Leone","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","125000","Fc","Calculated data"
"EK","Livestock Patterns","200","Singapore","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","52.24","Fc","Calculated data"
"EK","Livestock Patterns","200","Singapore","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","55.19","Fc","Calculated data"
"EK","Livestock Patterns","200","Singapore","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","99.44","Fc","Calculated data"
"EK","Livestock Patterns","200","Singapore","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","99.49","Fc","Calculated data"
"EK","Livestock Patterns","200","Singapore","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","35000","Fc","Calculated data"
"EK","Livestock Patterns","200","Singapore","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","36422.76","Fc","Calculated data"
"EK","Livestock Patterns","199","Slovakia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","199","Slovakia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","199","Slovakia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","19.05","Fc","Calculated data"
"EK","Livestock Patterns","199","Slovakia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","20.47","Fc","Calculated data"
"EK","Livestock Patterns","199","Slovakia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","115210","Fc","Calculated data"
"EK","Livestock Patterns","199","Slovakia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","118060","Fc","Calculated data"
"EK","Livestock Patterns","198","Slovenia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","198","Slovenia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","198","Slovenia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","7.77","Fc","Calculated data"
"EK","Livestock Patterns","198","Slovenia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","8.56","Fc","Calculated data"
"EK","Livestock Patterns","198","Slovenia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","31720","Fc","Calculated data"
"EK","Livestock Patterns","198","Slovenia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","36390","Fc","Calculated data"
"EK","Livestock Patterns","25","Solomon Islands","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","25","Solomon Islands","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","25","Solomon Islands","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","10.72","Fc","Calculated data"
"EK","Livestock Patterns","25","Solomon Islands","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","10.8","Fc","Calculated data"
"EK","Livestock Patterns","25","Solomon Islands","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","2400","Fc","Calculated data"
"EK","Livestock Patterns","25","Solomon Islands","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","2438.66","Fc","Calculated data"
"EK","Livestock Patterns","201","Somalia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0","Fc","Calculated data"
"EK","Livestock Patterns","201","Somalia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0","Fc","Calculated data"
"EK","Livestock Patterns","201","Somalia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","0.36","Fc","Calculated data"
"EK","Livestock Patterns","201","Somalia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","0.37","Fc","Calculated data"
"EK","Livestock Patterns","201","Somalia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","35000","Fc","Calculated data"
"EK","Livestock Patterns","201","Somalia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","35687.62","Fc","Calculated data"
"EK","Livestock Patterns","202","South Africa","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","202","South Africa","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","202","South Africa","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","10.79","Fc","Calculated data"
"EK","Livestock Patterns","202","South Africa","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","12.28","Fc","Calculated data"
"EK","Livestock Patterns","202","South Africa","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","1616000","Fc","Calculated data"
"EK","Livestock Patterns","202","South Africa","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","1746395.98","Fc","Calculated data"
"EK","Livestock Patterns","277","South Sudan","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","277","South Sudan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","277","South Sudan","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","1.65","Fc","Calculated data"
"EK","Livestock Patterns","277","South Sudan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","1.61","Fc","Calculated data"
"EK","Livestock Patterns","277","South Sudan","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","150000","Fc","Calculated data"
"EK","Livestock Patterns","277","South Sudan","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","150000","Fc","Calculated data"
"EK","Livestock Patterns","203","Spain","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","203","Spain","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","203","Spain","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","9.17","Fc","Calculated data"
"EK","Livestock Patterns","203","Spain","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","8.14","Fc","Calculated data"
"EK","Livestock Patterns","203","Spain","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","1380000","Fc","Calculated data"
"EK","Livestock Patterns","203","Spain","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","1375000","Fc","Calculated data"
"EK","Livestock Patterns","38","Sri Lanka","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","38","Sri Lanka","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.08","Fc","Calculated data"
"EK","Livestock Patterns","38","Sri Lanka","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","16.77","Fc","Calculated data"
"EK","Livestock Patterns","38","Sri Lanka","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","23.52","Fc","Calculated data"
"EK","Livestock Patterns","38","Sri Lanka","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","166460","Fc","Calculated data"
"EK","Livestock Patterns","38","Sri Lanka","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","212760","Fc","Calculated data"
"EK","Livestock Patterns","276","Sudan","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","276","Sudan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","276","Sudan","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","1.74","Fc","Calculated data"
"EK","Livestock Patterns","276","Sudan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","1.79","Fc","Calculated data"
"EK","Livestock Patterns","276","Sudan","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","461170","Fc","Calculated data"
"EK","Livestock Patterns","276","Sudan","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","482986.22","Fc","Calculated data"
"EK","Livestock Patterns","207","Suriname","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.6","Fc","Calculated data"
"EK","Livestock Patterns","207","Suriname","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.56","Fc","Calculated data"
"EK","Livestock Patterns","207","Suriname","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","54.43","Fc","Calculated data"
"EK","Livestock Patterns","207","Suriname","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","59.33","Fc","Calculated data"
"EK","Livestock Patterns","207","Suriname","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","49550","Fc","Calculated data"
"EK","Livestock Patterns","207","Suriname","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","48865.16","Fc","Calculated data"
"EK","Livestock Patterns","210","Sweden","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","210","Sweden","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","210","Sweden","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","4.51","Fc","Calculated data"
"EK","Livestock Patterns","210","Sweden","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","5.83","Fc","Calculated data"
"EK","Livestock Patterns","210","Sweden","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","85820","Fc","Calculated data"
"EK","Livestock Patterns","210","Sweden","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","90750","Fc","Calculated data"
"EK","Livestock Patterns","211","Switzerland","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.07","Fc","Calculated data"
"EK","Livestock Patterns","211","Switzerland","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.08","Fc","Calculated data"
"EK","Livestock Patterns","211","Switzerland","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","5.08","Fc","Calculated data"
"EK","Livestock Patterns","211","Switzerland","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","5.84","Fc","Calculated data"
"EK","Livestock Patterns","211","Switzerland","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","100030","Fc","Calculated data"
"EK","Livestock Patterns","211","Switzerland","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","114090","Fc","Calculated data"
"EK","Livestock Patterns","212","Syrian Arab Republic","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","212","Syrian Arab Republic","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","212","Syrian Arab Republic","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","6.19","Fc","Calculated data"
"EK","Livestock Patterns","212","Syrian Arab Republic","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","5.71","Fc","Calculated data"
"EK","Livestock Patterns","212","Syrian Arab Republic","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","191870","Fc","Calculated data"
"EK","Livestock Patterns","212","Syrian Arab Republic","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","176300.02","Fc","Calculated data"
"EK","Livestock Patterns","208","Tajikistan","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","208","Tajikistan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","208","Tajikistan","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","2.58","Fc","Calculated data"
"EK","Livestock Patterns","208","Tajikistan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","2.44","Fc","Calculated data"
"EK","Livestock Patterns","208","Tajikistan","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","50205","Fc","Calculated data"
"EK","Livestock Patterns","208","Tajikistan","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","52170","Fc","Calculated data"
"EK","Livestock Patterns","216","Thailand","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.12","Fc","Calculated data"
"EK","Livestock Patterns","216","Thailand","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.12","Fc","Calculated data"
"EK","Livestock Patterns","216","Thailand","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","29.49","Fc","Calculated data"
"EK","Livestock Patterns","216","Thailand","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","32.19","Fc","Calculated data"
"EK","Livestock Patterns","216","Thailand","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","2592420","Fc","Calculated data"
"EK","Livestock Patterns","216","Thailand","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","2735453.63","Fc","Calculated data"
"EK","Livestock Patterns","176","Timor-Leste","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","176","Timor-Leste","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","176","Timor-Leste","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","2.32","Fc","Calculated data"
"EK","Livestock Patterns","176","Timor-Leste","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","2.51","Fc","Calculated data"
"EK","Livestock Patterns","176","Timor-Leste","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","8200","Fc","Calculated data"
"EK","Livestock Patterns","176","Timor-Leste","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","9500","Fc","Calculated data"
"EK","Livestock Patterns","217","Togo","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.07","Fc","Calculated data"
"EK","Livestock Patterns","217","Togo","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.08","Fc","Calculated data"
"EK","Livestock Patterns","217","Togo","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","23.89","Fc","Calculated data"
"EK","Livestock Patterns","217","Togo","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","26.54","Fc","Calculated data"
"EK","Livestock Patterns","217","Togo","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","250000","Fc","Calculated data"
"EK","Livestock Patterns","217","Togo","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","303047.17","Fc","Calculated data"
"EK","Livestock Patterns","218","Tokelau","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.08","Fc","Calculated data"
"EK","Livestock Patterns","218","Tokelau","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.08","Fc","Calculated data"
"EK","Livestock Patterns","218","Tokelau","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","20","Fc","Calculated data"
"EK","Livestock Patterns","218","Tokelau","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","20","Fc","Calculated data"
"EK","Livestock Patterns","218","Tokelau","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","50","Fc","Calculated data"
"EK","Livestock Patterns","218","Tokelau","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","50","Fc","Calculated data"
"EK","Livestock Patterns","219","Tonga","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.1","Fc","Calculated data"
"EK","Livestock Patterns","219","Tonga","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.1","Fc","Calculated data"
"EK","Livestock Patterns","219","Tonga","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","9.35","Fc","Calculated data"
"EK","Livestock Patterns","219","Tonga","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","9.52","Fc","Calculated data"
"EK","Livestock Patterns","219","Tonga","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","3300","Fc","Calculated data"
"EK","Livestock Patterns","219","Tonga","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","3426","Fc","Calculated data"
"EK","Livestock Patterns","220","Trinidad and Tobago","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","6.48","Fc","Calculated data"
"EK","Livestock Patterns","220","Trinidad and Tobago","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","6.86","Fc","Calculated data"
"EK","Livestock Patterns","220","Trinidad and Tobago","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","90.07","Fc","Calculated data"
"EK","Livestock Patterns","220","Trinidad and Tobago","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","91.12","Fc","Calculated data"
"EK","Livestock Patterns","220","Trinidad and Tobago","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","350000","Fc","Calculated data"
"EK","Livestock Patterns","220","Trinidad and Tobago","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","370341.44","Fc","Calculated data"
"EK","Livestock Patterns","222","Tunisia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.09","Fc","Calculated data"
"EK","Livestock Patterns","222","Tunisia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.09","Fc","Calculated data"
"EK","Livestock Patterns","222","Tunisia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","35.01","Fc","Calculated data"
"EK","Livestock Patterns","222","Tunisia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","36.52","Fc","Calculated data"
"EK","Livestock Patterns","222","Tunisia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","880000","Fc","Calculated data"
"EK","Livestock Patterns","222","Tunisia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","912151.28","Fc","Calculated data"
"EK","Livestock Patterns","223","Turkey","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.07","Fc","Calculated data"
"EK","Livestock Patterns","223","Turkey","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.09","Fc","Calculated data"
"EK","Livestock Patterns","223","Turkey","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","16.39","Fc","Calculated data"
"EK","Livestock Patterns","223","Turkey","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","19.41","Fc","Calculated data"
"EK","Livestock Patterns","223","Turkey","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","2661534.54","Fc","Calculated data"
"EK","Livestock Patterns","223","Turkey","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","3428013.49","Fc","Calculated data"
"EK","Livestock Patterns","213","Turkmenistan","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0","Fc","Calculated data"
"EK","Livestock Patterns","213","Turkmenistan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0","Fc","Calculated data"
"EK","Livestock Patterns","213","Turkmenistan","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","5.03","Fc","Calculated data"
"EK","Livestock Patterns","213","Turkmenistan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","5.03","Fc","Calculated data"
"EK","Livestock Patterns","213","Turkmenistan","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","160000","Fc","Calculated data"
"EK","Livestock Patterns","213","Turkmenistan","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","165278.64","Fc","Calculated data"
"EK","Livestock Patterns","227","Tuvalu","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.28","Fc","Calculated data"
"EK","Livestock Patterns","227","Tuvalu","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.3","Fc","Calculated data"
"EK","Livestock Patterns","227","Tuvalu","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","15.4","Fc","Calculated data"
"EK","Livestock Patterns","227","Tuvalu","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","15.93","Fc","Calculated data"
"EK","Livestock Patterns","227","Tuvalu","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","511.12","Fc","Calculated data"
"EK","Livestock Patterns","227","Tuvalu","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","541.34","Fc","Calculated data"
"EK","Livestock Patterns","226","Uganda","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","226","Uganda","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","226","Uganda","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","3.53","Fc","Calculated data"
"EK","Livestock Patterns","226","Uganda","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","3.44","Fc","Calculated data"
