Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","90","Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","12067.519","X","International reliable sources",""
"OA","Annual population","175","Guinea-Bissau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","1648.255","X","International reliable sources",""
"OA","Annual population","175","Guinea-Bissau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1828.145","X","International reliable sources",""
"OA","Annual population","91","Guyana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","759.285","X","International reliable sources",""
"OA","Annual population","91","Guyana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","775.222","X","International reliable sources",""
"OA","Annual population","93","Haiti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","10400.675","X","International reliable sources",""
"OA","Annual population","93","Haiti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","10982.366","X","International reliable sources",""
"OA","Annual population","94","Holy See","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","0.801","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","94","Holy See","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","0.793","X","International reliable sources",""
"OA","Annual population","95","Honduras","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","8798.521","X","International reliable sources",""
"OA","Annual population","95","Honduras","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9429.013","X","International reliable sources",""
"OA","Annual population","97","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","9833.923","X","International reliable sources",""
"OA","Annual population","97","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9729.823","X","International reliable sources",""
"OA","Annual population","99","Iceland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","327.187","X","International reliable sources",""
"OA","Annual population","99","Iceland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","334.393","X","International reliable sources",""
"OA","Annual population","100","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","1280842.125","X","International reliable sources",""
"OA","Annual population","100","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1338676.785","X","International reliable sources",""
"OA","Annual population","101","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","251805.307","X","International reliable sources",""
"OA","Annual population","101","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","264650.963","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","76481.961","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","80673.883","X","International reliable sources",""
"OA","Annual population","103","Iraq","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","33157.05","X","International reliable sources",""
"OA","Annual population","103","Iraq","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","37552.781","X","International reliable sources",""
"OA","Annual population","104","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4615.422","X","International reliable sources",""
"OA","Annual population","104","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4753.279","X","International reliable sources",""
"OA","Annual population","264","Isle of Man","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","83.976","X","International reliable sources",""
"OA","Annual population","264","Isle of Man","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","83.598","X","International reliable sources",""
"OA","Annual population","105","Israel","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","7734.841","X","International reliable sources",""
"OA","Annual population","105","Israel","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","8243.848","X","International reliable sources",""
"OA","Annual population","106","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","60166.83","X","International reliable sources",""
"OA","Annual population","106","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","60673.701","X","International reliable sources",""
"OA","Annual population","109","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2858.712","X","International reliable sources",""
"OA","Annual population","109","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2920.848","X","International reliable sources",""
"OA","Annual population","110","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","128314.195","X","International reliable sources",""
"OA","Annual population","110","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","127502.725","X","International reliable sources",""
"OA","Annual population","112","Jordan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","8518.983","X","International reliable sources",""
"OA","Annual population","112","Jordan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9785.843","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","17026.117","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","18080.019","X","International reliable sources",""
"OA","Annual population","114","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","45519.981","X","International reliable sources",""
"OA","Annual population","114","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","50221.142","X","International reliable sources",""
"OA","Annual population","83","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","107.89","X","International reliable sources",""
"OA","Annual population","83","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","114.158","X","International reliable sources",""
"OA","Annual population","118","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","3526.376","X","International reliable sources",""
"OA","Annual population","118","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4056.099","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","5731.303","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6189.733","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","6541.304","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6953.035","X","International reliable sources",""
"OA","Annual population","119","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2044.957","X","International reliable sources",""
"OA","Annual population","119","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1951.097","X","International reliable sources",""
"OA","Annual population","121","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","5913.022","X","International reliable sources",""
"OA","Annual population","121","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6819.373","X","International reliable sources",""
"OA","Annual population","122","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2028.53","X","International reliable sources",""
"OA","Annual population","122","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2091.534","X","International reliable sources",""
"OA","Annual population","123","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4248.334","X","International reliable sources",""
"OA","Annual population","123","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4702.226","X","International reliable sources",""
"OA","Annual population","124","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","6320.36","X","International reliable sources",""
"OA","Annual population","124","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6580.724","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","36.934","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","37.8","X","International reliable sources",""
"OA","Annual population","126","Lithuania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","3008.934","X","International reliable sources",""
"OA","Annual population","126","Lithuania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2845.414","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","542.56","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","591.91","X","International reliable sources",""
"OA","Annual population","129","Madagascar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","22961.255","X","International reliable sources",""
"OA","Annual population","129","Madagascar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","25570.512","X","International reliable sources",""
"OA","Annual population","130","Malawi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","15839.286","X","International reliable sources",""
"OA","Annual population","130","Malawi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","17670.196","X","International reliable sources",""
"OA","Annual population","131","Malaysia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","29468.923","X","International reliable sources",""
"OA","Annual population","131","Malaysia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","31104.646","X","International reliable sources",""
"OA","Annual population","132","Maldives","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","415.593","X","International reliable sources",""
"OA","Annual population","132","Maldives","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","496.402","X","International reliable sources",""
"OA","Annual population","133","Mali","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","16449.854","X","International reliable sources",""
"OA","Annual population","133","Mali","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","18512.43","X","International reliable sources",""
"OA","Annual population","134","Malta","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","426.151","X","International reliable sources",""
"OA","Annual population","134","Malta","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","437.933","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","56.938","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","58.058","X","International reliable sources",""
"OA","Annual population","135","Martinique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","384.576","X","International reliable sources",""
"OA","Annual population","135","Martinique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","375.948","X","International reliable sources",""
"OA","Annual population","136","Mauritania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","3817.494","X","International reliable sources",""
"OA","Annual population","136","Mauritania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4282.57","X","International reliable sources",""
"OA","Annual population","137","Mauritius","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","1255.452","X","International reliable sources",""
"OA","Annual population","137","Mauritius","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1264.499","X","International reliable sources",""
"OA","Annual population","270","Mayotte","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","227.378","X","International reliable sources",""
"OA","Annual population","270","Mayotte","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","252.957","X","International reliable sources",""
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","118827.161","X","International reliable sources",""
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","124777.324","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","105.926","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","111.459","X","International reliable sources",""
"OA","Annual population","140","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","36.901","X","International reliable sources",""
"OA","Annual population","140","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","38.392","X","International reliable sources",""
"OA","Annual population","141","Mongolia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2881.791","X","International reliable sources",""
"OA","Annual population","141","Mongolia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","3113.786","X","International reliable sources",""
"OA","Annual population","273","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","626.345","X","International reliable sources",""
"OA","Annual population","273","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","627.563","X","International reliable sources",""
"OA","Annual population","142","Montserrat","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4.944","X","International reliable sources",""
"OA","Annual population","142","Montserrat","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4.984","X","International reliable sources",""
"OA","Annual population","143","Morocco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","33715.703","X","International reliable sources",""
"OA","Annual population","143","Morocco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","35581.255","X","International reliable sources",""
"OA","Annual population","144","Mozambique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","25560.755","X","International reliable sources",""
"OA","Annual population","144","Mozambique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","28649.018","X","International reliable sources",""
"OA","Annual population","28","Myanmar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","51852.468","X","International reliable sources",""
"OA","Annual population","28","Myanmar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","53382.523","X","International reliable sources",""
"OA","Annual population","147","Namibia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2233.508","X","International reliable sources",""
"OA","Annual population","147","Namibia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2402.633","X","International reliable sources",""
"OA","Annual population","148","Nauru","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","10.209","X","International reliable sources",""
"OA","Annual population","148","Nauru","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","10.573","X","International reliable sources",""
"OA","Annual population","149","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","26916.793","X","International reliable sources",""
"OA","Annual population","149","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","27632.681","X","International reliable sources",""
"OA","Annual population","150","Netherlands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","16843.502","X","International reliable sources",""
"OA","Annual population","150","Netherlands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","17021.347","X","International reliable sources",""
"OA","Annual population","151","Netherlands Antilles (former)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","263.872","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","275.186","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","153","New Caledonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","264.242","X","International reliable sources",""
"OA","Annual population","153","New Caledonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","277.15","X","International reliable sources",""
"OA","Annual population","156","New Zealand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4518.515","X","International reliable sources",""
"OA","Annual population","156","New Zealand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4702.034","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","6062.457","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6384.846","X","International reliable sources",""
"OA","Annual population","158","Niger","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","18504.281","X","International reliable sources",""
"OA","Annual population","158","Niger","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","21602.382","X","International reliable sources",""
"OA","Annual population","159","Nigeria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","171765.816","X","International reliable sources",""
"OA","Annual population","159","Nigeria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","190873.244","X","International reliable sources",""
"OA","Annual population","160","Niue","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","1.612","X","International reliable sources",""
"OA","Annual population","160","Niue","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1.609","X","International reliable sources",""
"OA","Annual population","154","North Macedonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2076.067","X","International reliable sources",""
"OA","Annual population","154","North Macedonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2081.996","X","International reliable sources",""
"OA","Annual population","163","Northern Mariana Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","54.784","X","International reliable sources",""
"OA","Annual population","163","Northern Mariana Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","56.562","X","International reliable sources",""
"OA","Annual population","162","Norway","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","5079.455","X","International reliable sources",""
"OA","Annual population","162","Norway","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","5296.326","X","International reliable sources",""
"OA","Annual population","221","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","3764.806","X","International reliable sources",""
"OA","Annual population","221","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4665.928","X","International reliable sources",""
"OA","Annual population","165","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","191260.806","X","International reliable sources",""
"OA","Annual population","165","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","207906.209","X","International reliable sources",""
"OA","Annual population","180","Palau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","17.606","X","International reliable sources",""
"OA","Annual population","180","Palau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","17.808","X","International reliable sources",""
"OA","Annual population","299","Palestine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4333.523","X","International reliable sources",""
"OA","Annual population","299","Palestine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4747.227","X","International reliable sources",""
"OA","Annual population","166","Panama","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","3835.435","X","International reliable sources",""
"OA","Annual population","166","Panama","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4106.769","X","International reliable sources",""
"OA","Annual population","168","Papua New Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","7788.38","X","International reliable sources",""
"OA","Annual population","168","Papua New Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","8438.036","X","International reliable sources",""
"OA","Annual population","169","Paraguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","6510.276","X","International reliable sources",""
"OA","Annual population","169","Paraguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6867.061","X","International reliable sources",""
"OA","Annual population","170","Peru","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","29773.987","X","International reliable sources",""
"OA","Annual population","170","Peru","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","31444.298","X","International reliable sources",""
"OA","Annual population","171","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","98871.555","X","International reliable sources",""
"OA","Annual population","171","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","105172.925","X","International reliable sources",""
"OA","Annual population","173","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","38158.041","X","International reliable sources",""
"OA","Annual population","173","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","37953.18","X","International reliable sources",""
"OA","Annual population","174","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","10473.021","X","International reliable sources",""
"OA","Annual population","174","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","10288.527","X","International reliable sources",""
"OA","Annual population","177","Puerto Rico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","3503.858","X","International reliable sources",""
"OA","Annual population","177","Puerto Rico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","3163.667","X","International reliable sources",""
"OA","Annual population","179","Qatar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","2336.574","X","International reliable sources",""
"OA","Annual population","179","Qatar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2724.728","X","International reliable sources",""
"OA","Annual population","117","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","50345.717","X","International reliable sources",""
"OA","Annual population","117","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","51096.415","X","International reliable sources",""
"OA","Annual population","146","Republic of Moldova","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4074.591","X","International reliable sources",""
"OA","Annual population","146","Republic of Moldova","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4059.684","X","International reliable sources",""
"OA","Annual population","182","Réunion","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","850.514","X","International reliable sources",""
"OA","Annual population","182","Réunion","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","876.134","X","International reliable sources",""
"OA","Annual population","183","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","20132.776","X","International reliable sources",""
"OA","Annual population","183","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","19653.969","X","International reliable sources",""
"OA","Annual population","185","Russian Federation","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","144325.449","X","International reliable sources",""
"OA","Annual population","185","Russian Federation","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","145530.082","X","International reliable sources",""
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","10811.538","X","International reliable sources",""
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","11980.961","X","International reliable sources",""
"OA","Annual population","282","Saint Barthélemy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","9.537","X","International reliable sources",""
"OA","Annual population","282","Saint Barthélemy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9.784","X","International reliable sources",""
"OA","Annual population","187","Saint Helena, Ascension and Tristan da Cunha","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","5.584","X","International reliable sources",""
"OA","Annual population","187","Saint Helena, Ascension and Tristan da Cunha","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","6.008","X","International reliable sources",""
"OA","Annual population","188","Saint Kitts and Nevis","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","50.331","X","International reliable sources",""
"OA","Annual population","188","Saint Kitts and Nevis","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","52.045","X","International reliable sources",""
"OA","Annual population","189","Saint Lucia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","177.513","X","International reliable sources",""
"OA","Annual population","189","Saint Lucia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","180.954","X","International reliable sources",""
"OA","Annual population","190","Saint Pierre and Miquelon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","6.173","X","International reliable sources",""
"OA","Annual population","190","Saint Pierre and Miquelon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","5.887","X","International reliable sources",""
"OA","Annual population","191","Saint Vincent and the Grenadines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","108.622","X","International reliable sources",""
"OA","Annual population","191","Saint Vincent and the Grenadines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","109.827","X","International reliable sources",""
"OA","Annual population","281","Saint-Martin (French part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","36.453","X","International reliable sources",""
"OA","Annual population","281","Saint-Martin (French part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","36.56","X","International reliable sources",""
"OA","Annual population","244","Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","190.718","X","International reliable sources",""
"OA","Annual population","244","Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","195.352","X","International reliable sources",""
"OA","Annual population","192","San Marino","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","32.553","X","International reliable sources",""
"OA","Annual population","192","San Marino","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","33.671","X","International reliable sources",""
