Domain Code,Domain,Area Code,Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","110.263797","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","105.520535","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","110.085291","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","104.5062","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","107.688815","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","103.638423","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","106.542779","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","103.571663","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","106.029763","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","104.144026","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","105.231437","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","103.86885","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","104.877326","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","103.664293","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","104.671319","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","80","Bosnia and Herzegovina","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","103.791971","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","119.340253","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","133.620171","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","119.851655","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","134.144686","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","120.55975","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","134.800329","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","120.953136","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","135.193716","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","121.333409","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","135.587102","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","121.530102","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","135.455973","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","121.661231","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","135.849359","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","122.107069","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","135.71823","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","122.552906","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","134.800329","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","122.880728","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","134.800329","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","123.20855","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","134.538072","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","123.326566","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","20","Botswana","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","133.882428","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","126.345657","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","174.99481","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","128.1791","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","174.200693","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","129.655623","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","174.792416","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","130.907255","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","175.806863","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","131.337495","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","175.19133","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","131.391286","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","174.31511","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","130.956145","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","173.496254","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","130.98059","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","171.639757","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","131.163921","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","170.936246","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","132.527032","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","173.15594","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","133.287288","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","172.498041","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","134.473393","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","21","Brazil","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","173.429614","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","101.279584","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","105.274292","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","105.295378","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","105.350078","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","105.116014","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","104.572605","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","104.856579","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","104.06","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","104.63943","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","104.415169","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","103.954703","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","239","British Virgin Islands","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","104.201165","X","International reliable sources","base year is 2012"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","100.137055","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","99.86556","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","100.101352","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","99.991482","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","100.37432","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","99.878943","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","100.184216","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","99.68947","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","100.163485","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","99.801189","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","100.050737","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","99.774395","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","99.666002","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","100.629824","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","100.063365","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","100.54996","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","99.899781","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","101.18156","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","100.273639","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","101.623757","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","100.249633","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","101.604443","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","100.198487","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","26","Brunei Darussalam","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","102.026207","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","115.116879","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","117.011494","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","115.02182","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","117.250978","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","115.519973","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","116.640766","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","114.80019","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","117.65468","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","114.583432","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","116.925016","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","113.249255","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","115.559875","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","111.443986","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","115.428638","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","110.540247","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","115.442867","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","111.7369","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","116.822826","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","112.723032","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","116.81664","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","112.042875","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","117.536398","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","112.094987","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","27","Bulgaria","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","117.359546","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","109.522403","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","108.221544","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","110.057416","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","108.221544","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","110.145866","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","110.691666","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","111.222365","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","111.533018","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","112.885652","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","113.355946","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","115.542381","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","114.919997","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","114.033342","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","117.659783","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","111.492029","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","116.559554","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","111.954772","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","117.994166","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","110.500744","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","115.383819","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","111.088611","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","116.311463","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","109.30775","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","233","Burkina Faso","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","115.157301","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","128.782271","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","180.242532","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","130.5442","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","199.837487","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","136.196668","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","201.318379","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","135.544797","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","199.479848","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","137.754447","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","199.583967","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","29","Burundi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","137.741161","X","International reliable sources","base year is rescaled to 2010"
