Domain Code,Domain,Area Code,Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","123.305299","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","162.794647","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","123.636204","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","166.456546","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","123.963282","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","167.492902","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","124.105383","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","168.27415","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","124.140654","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","168.243196","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","124.418227","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","168.549331","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","124.66095","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","168.707548","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","125.163786","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","169.004444","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","125.476221","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","122","Lesotho","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","169.382707","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","132.619607","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","187.181812","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","129.887549","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","180.011365","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","133.291142","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","177.625204","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","133.354278","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","176.610118","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","127.901641","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","179.018451","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","134.22096","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","183.317573","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","136.0232","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","186.264197","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","140.167204","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","191.307653","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","137.504022","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","193.202272","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","141.108501","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","193.987672","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","139.702295","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","196.193696","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","140.201642","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","123","Liberia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","195.021531","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","113.182437","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","117.774678","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","113.350756","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","118.955149","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","113.767202","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","117.906912","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","113.898016","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","118.631647","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","114.781913","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","118.269959","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","114.496482","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","117.88323","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","113.561679","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","117.83496","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","112.341945","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","117.914164","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","113.145833","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","119.494508","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","112.810297","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","120.155789","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","112.735688","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","119.816424","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","113.018519","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","126","Lithuania","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","120.878938","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","107.297866","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","114.335422","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","107.651401","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","115.020396","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","108.09332","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","114.722101","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","108.68991","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","114.600573","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","108.921918","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","115.517555","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","110.004619","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","115.075636","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","109.584796","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","115.782706","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","109.728419","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","115.727466","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","109.772611","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","115.76061","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","109.187069","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","115.782706","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","109.529556","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","115.848994","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","109.905187","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","256","Luxembourg","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","115.782706","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","122.114288","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","152.911317","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","122.658747","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","155.696821","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","123.592104","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","157.973946","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","123.864334","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","160.050827","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","123.981003","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","160.566459","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","124.642132","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","161.020522","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","125.069921","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","161.583957","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","125.653269","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","162.295096","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","126.392177","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","162.857495","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","126.819966","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","164.290873","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","127.675544","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","169.284239","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","129.03669","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","129","Madagascar","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","173.266617","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","145.9644682292","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","318.055495","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","162.1695030693","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","326.358371","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","160.1438737143","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","308.092044","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","152.3988202981","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","285.176107","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","145.6070042254","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","273.884196","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","134.4064654388","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","259.492545","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","128.3295773738","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","302.667499","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","125.9464840149","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","251.743194","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","139.5301161603","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","270.452341","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","145.6070042254","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","277.205346","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","156.5692336761","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","297.242953","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","165.9824524435","","Official data","base year is rescaled to 2010"
"CP","Consumer Price Indices","130","Malawi","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","315.73069","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","109.91288","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7001","January","","127.214908","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","110.212915","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7002","February","","128.415048","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","110.212915","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7003","March","","128.015001","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","110.412939","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7004","April","","128.115013","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","110.812986","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7005","May","","128.815095","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","111.213032","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7006","June","","129.315154","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","112.013126","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7007","July","","129.615189","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","111.913114","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7008","August","","130.115247","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","112.21315","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7009","September","","130.115247","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","112.413173","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7010","October","","129.415165","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","112.613196","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7011","November","","129.915224","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2013","2013","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","113.613314","X","International reliable sources","base year is rescaled to 2010"
"CP","Consumer Price Indices","131","Malaysia","2017","2017","23013","Consumer Prices, Food Indices (2010 = 100)","7012","December","","130.915341","X","International reliable sources","base year is rescaled to 2010"
