country,food_supply_kcalcapitaday,protein_supply_gcapitaday,pop_thousand,pop_growth,gdp_percapita_usd,gdp_growth,political_stability_index,euro_union,protein_animal_over_protein,dom_supply_poultry_tons,export_poultry_tons,import_poultry_tons,prod_poultry_tons,protein_poultry_gcapitaday,net_import_poultry_tons,net_import_poultry_over_domsupply,import_poultry_over_domsupply,prod_poultry_over_domsupply,growth_import_poultry,growth_domsupply_poultry,import_french_chicken_tons,cluster,producer
Greece,3353.0,105.13000000000002,10569.45,-1.5925701782970925,14577.010321500002,-2.8983468858203913,-0.13,EU,53.99980975934556,178000.0,29000.0,79000.0,246000.0,6.32,50000.0,28.089887640449444,44.382022471910105,138.20224719101122,8.219178082191792,-3.7837837837837776,852.0,5,surplus production
Grenada,2404.0,70.57000000000002,110.874,2.4997688823148683,7384.9560405,25.086047971041054,1.03,Outside EU,60.649000991922904,8000.0,0.0,7000.0,1000.0,15.5,7000.0,87.5,87.5,12.5,0.0,14.285714285714278,0.0,1,insufficient production
Guatemala,2551.0,69.83000000000001,16914.97,8.458383966571548,2897.49703725,13.950108071617052,-0.57,Outside EU,30.78905914363453,357000.0,7000.0,129000.0,235000.0,6.11,122000.0,34.173669467787114,36.13445378151261,65.82633053221289,44.943820224719104,30.291970802919696,0.0,6,insufficient production
Guinea,2793.0,61.77999999999998,12067.518999999998,10.784189250585953,615.12419,15.710652794064295,-0.61,Outside EU,18.43638718031726,50000.0,0.0,37000.0,13000.0,1.42,37000.0,74.0,74.0,26.0,184.61538461538458,138.0952380952381,1780.0,10,insufficient production
Guyana,2882.0,87.58,775.222,2.0989483527265707,3176.69378875,12.138715180250824,-0.04,Outside EU,44.42795158712034,32000.0,0.0,0.0,31000.0,12.33,0.0,0.0,0.0,96.875,-100.0,3.2258064516129004,8.0,8,insufficient production
Haiti,2163.0,49.91,10982.366000000002,5.5928196967985455,573.788176,-0.3804951901944187,-0.7,Outside EU,19.97595672209978,98000.0,0.0,89000.0,9000.0,2.75,89000.0,90.81632653061224,90.81632653061224,9.183673469387756,27.142857142857128,25.64102564102564,1075.0,10,insufficient production
Honduras,2552.0,64.03999999999999,9429.013,7.165886175642465,1793.04050425,11.447803575585036,-0.55,Outside EU,34.790755777638985,205000.0,1000.0,12000.0,193000.0,6.98,11000.0,5.365853658536587,5.853658536585367,94.14634146341464,-29.411764705882355,25.0,0.0,6,insufficient production
Hong Kong,3353.0,137.88,7306.321999999999,3.068850512739973,32259.764029750004,12.350340481324864,0.85,Outside EU,73.33188279663477,280000.0,663000.0,907000.0,24000.0,22.26,244000.0,87.14285714285714,323.92857142857144,8.571428571428571,-23.524451939291733,-37.63919821826281,10487.0,5,insufficient production
Hungary,3289.0,87.76000000000003,9729.823,-1.0585805888453703,11005.28397825,12.76921582342505,0.81,EU,56.757064721968995,266000.0,210000.0,58000.0,493000.0,9.8,-152000.0,-57.14285714285714,21.804511278195488,185.33834586466165,3.571428571428581,3.100775193798455,189.0,5,surplus production
Croatia,3079.0,90.18000000000004,4182.857,-2.1919525753881897,10230.45263375,6.441121276173267,0.75,EU,59.63628298957635,45000.0,17000.0,24000.0,61000.0,4.06,7000.0,15.555555555555555,53.33333333333334,135.55555555555554,33.33333333333333,21.621621621621625,347.0,5,surplus production
Iceland,3629.0,141.34,334.3930000000001,2.2024102424607284,45814.4612625,27.50532505710246,1.37,Outside EU,71.38814206877034,10000.0,0.0,2000.0,10000.0,12.33,2000.0,20.0,20.0,100.0,100.0,11.111111111111116,6.0,5,surplus production
India,2515.0,65.69999999999999,1338676.785,4.515362109908727,1444.518727,28.579322958485818,-0.83,Outside EU,22.40487062404871,3661000.0,4000.0,0.0,3545000.0,0.75,-4000.0,-0.10925976509150503,0.0,96.83146681234636,0.0,55.654761904761905,0.0,13,insufficient production
Indonesia,2894.0,68.63,264650.963,5.101423855216836,2894.90398875,12.570327122766225,-0.51,Outside EU,32.318228180096156,2323000.0,0.0,1000.0,2301000.0,2.42,1000.0,0.04304778303917348,0.04304778303917348,99.05294877313818,0.0,23.959445037353248,2.0,6,insufficient production
Iran (Islamic Republic of),3116.0,87.59000000000003,80673.883,5.480929025865344,4588.32512175,2.52694890639642,-0.93,Outside EU,28.861742208014608,2220000.0,45000.0,6000.0,2174000.0,9.8,-39000.0,-1.7567567567567568,0.2702702702702703,97.92792792792791,-64.70588235294117,13.323124042879028,0.0,8,insufficient production
