country,food_supply_kcalcapitaday,protein_supply_gcapitaday,pop_thousand,pop_growth,gdp_percapita_usd,gdp_growth,political_stability_index,euro_union,protein_animal_over_protein,dom_supply_poultry_tons,export_poultry_tons,import_poultry_tons,prod_poultry_tons,protein_poultry_gcapitaday,net_import_poultry_tons,net_import_poultry_over_domsupply,import_poultry_over_domsupply,prod_poultry_over_domsupply,growth_import_poultry,growth_domsupply_poultry,import_french_chicken_tons,cluster,producer
Cyprus,2612.0,80.2,1179.678,3.1307862983950936,20603.96015425,6.252326937679608,0.6,EU,56.932668329177034,38000.0,1000.0,14000.0,25000.0,9.58,13000.0,34.21052631578947,36.84210526315789,65.78947368421053,7.692307692307688,11.764705882352946,253.0,5,insufficient production
Azerbaijan,3102.0,92.30000000000004,9845.32,4.899617152815394,3788.932661,-21.685748461008398,-0.76,Outside EU,32.60021668472372,129000.0,0.0,27000.0,104000.0,4.45,27000.0,20.930232558139533,20.930232558139533,80.62015503875969,440.00000000000006,30.303030303030294,22.0,6,insufficient production
Benin,2754.0,64.44999999999999,11175.198,11.700698209452034,642.66652525,4.427312994639099,0.05,Outside EU,22.327385570209476,161000.0,0.0,123000.0,18000.0,4.98,123000.0,76.39751552795029,76.39751552795029,11.180124223602483,-33.513513513513516,-20.68965517241379,19995.0,9,insufficient production
Denmark,3383.0,112.92000000000006,5732.274,1.6695030014304284,43941.96381925,2.719683163618414,0.87,EU,64.85122210414448,167000.0,139000.0,133000.0,173000.0,12.97,-6000.0,-3.5928143712574854,79.64071856287423,103.59281437125748,31.683168316831694,10.596026490066237,5174.0,5,surplus production
Dominica,2945.0,78.96000000000005,71.458,0.6223949532499606,5047.420596,-4.294151778850375,1.04,Outside EU,54.49594731509622,4000.0,0.0,4000.0,0.0,11.52,4000.0,100.0,100.0,0.0,0.0,0.0,0.0,1,insufficient production
Dominican Republic,2856.0,66.86,10513.104,4.62640591897161,5307.4390245,20.271991536260625,0.16,Outside EU,51.346096320670064,375000.0,6000.0,42000.0,339000.0,10.88,36000.0,9.6,11.2,90.4,75.0,30.662020905923338,1.0,6,insufficient production
Belarus,3289.0,94.08000000000004,9450.231,0.2835993312892304,4538.3347810000005,-11.881935349239754,0.03,Outside EU,54.198554421768705,265000.0,152000.0,21000.0,463000.0,9.41,-131000.0,-49.433962264150935,7.924528301886792,174.7169811320755,31.25,-9.55631399317406,1048.0,4,surplus production
Ecuador,2585.0,65.77000000000002,16785.361,6.8622555097019635,4395.8690625,0.5291984502326041,-0.1,Outside EU,45.52227459327959,341000.0,0.0,0.0,340000.0,6.15,0.0,0.0,0.0,99.7067448680352,-100.0,-0.8720930232558155,0.0,8,insufficient production
Egypt,3315.0,96.27,96442.591,9.09222010797941,2068.587327,-6.4980863467580585,-1.42,Outside EU,24.981821959073443,1250000.0,1000.0,110000.0,1118000.0,4.51,109000.0,8.72,8.799999999999997,89.44,-12.0,5.57432432432432,6633.0,8,insufficient production
El Salvador,2660.0,74.69999999999997,6388.126,1.9478875914249463,2776.945708500001,8.26283630497764,-0.25,Outside EU,34.75234270414994,131000.0,2000.0,16000.0,136000.0,6.25,14000.0,10.687022900763358,12.213740458015266,103.81679389312977,-5.882352941176473,3.968253968253976,0.0,6,surplus production
Estonia,3241.0,107.29,1319.39,0.02486615488885846,14672.123636000002,11.499577854971001,0.66,EU,57.31195824401154,29000.0,11000.0,21000.0,20000.0,7.27,10000.0,34.48275862068966,72.41379310344827,68.96551724137932,5.000000000000004,7.407407407407418,175.0,5,insufficient production
Fiji,2941.0,73.88000000000002,877.459,1.3690954797090482,3951.24648775,17.279671549274052,0.79,Outside EU,42.244179750947474,26000.0,0.0,3000.0,23000.0,9.44,3000.0,11.538461538461537,11.538461538461537,88.46153846153845,200.0,36.8421052631579,0.0,6,insufficient production
Finland,3337.0,117.77000000000008,5511.371,1.3309292069729306,34572.456889999994,-0.2955570857337997,1.07,EU,62.44374628513203,111000.0,12000.0,16000.0,129000.0,7.87,4000.0,3.603603603603604,14.414414414414413,116.2162162162162,0.0,-2.631578947368418,473.0,5,surplus production
France,3556.0,112.07999999999996,64842.50900000001,1.485258482764884,29706.014505000006,-0.8941641204916362,0.21,EU,62.15203426124197,1573000.0,501000.0,506000.0,1750000.0,8.95,5000.0,0.3178639542275906,32.16783216783217,111.25238397965671,19.62174940898345,1.7464424320827954,71.0,5,surplus production
French Polynesia,2917.0,97.51000000000003,276.10200000000003,2.1359237666834563,15391.470718999995,-1.5076054060927937,0.21,Outside EU,66.28038149933336,15000.0,0.0,15000.0,1000.0,16.2,15000.0,100.0,100.0,6.666666666666668,-6.25,-6.25,485.0,1,insufficient production
Djibouti,2677.0,66.43,944.099,6.884012439813294,1853.357961,24.6236565519649,-0.71,Outside EU,19.32861658889056,3000.0,0.0,3000.0,0.0,0.92,3000.0,100.0,100.0,0.0,50.0,50.0,414.0,10,insufficient production
Georgia,2871.0,76.89,4008.716,-0.9876007144019704,3087.8784335,11.4776356293558,-0.37,Outside EU,36.88386005982572,61000.0,5000.0,51000.0,22000.0,5.19,46000.0,75.40983606557377,83.60655737704919,36.065573770491795,18.60465116279071,15.094339622641506,1385.0,6,insufficient production
Gabon,2640.0,79.31000000000002,2064.823,13.634690113925085,6023.52842325,-8.69464436929135,-0.09,Outside EU,48.90934308410037,78000.0,0.0,76000.0,4000.0,10.59,76000.0,97.43589743589745,97.43589743589745,5.128205128205128,8.571428571428562,5.405405405405395,2773.0,2,insufficient production
Gambia,2542.0,63.48000000000001,2213.889,12.740004644265547,555.08309775,-2.878614057002349,-0.21,Outside EU,26.118462507876487,8000.0,0.0,16000.0,2000.0,1.24,16000.0,200.0,200.0,25.0,300.0,60.00000000000001,0.0,10,insufficient production
Germany,3559.0,104.07,82658.409,1.8282150571004685,33703.072725,3.9331659005129134,0.58,EU,60.61304890938792,1739000.0,646000.0,842000.0,1514000.0,7.96,196000.0,11.270845313398507,48.418631397354794,87.06152961472108,6.8527918781725825,10.834926704907577,20297.0,5,insufficient production
Bosnia and Herzegovina,3266.0,94.58,3351.525,-5.393797673238278,3909.64476325,9.809552932931688,-0.38,Outside EU,36.730809896384024,55000.0,8000.0,10000.0,61000.0,5.66,2000.0,3.636363636363636,18.181818181818183,110.9090909090909,-28.57142857142857,7.843137254901955,231.0,6,surplus production
Ghana,3034.0,62.95,29121.465,9.44773579172451,1570.94097175,-0.9535208653916772,0.09,Outside EU,24.368546465448762,211000.0,0.0,151000.0,60000.0,2.26,151000.0,71.56398104265402,71.56398104265402,28.43601895734597,-12.716763005780349,-5.8035714285714315,374.0,9,insufficient production
Kiribati,3056.0,73.89999999999998,114.158,5.809620910186286,1207.114959,2.2057035376979783,0.9,Outside EU,49.918809201623795,2000.0,0.0,1000.0,1000.0,6.65,1000.0,50.0,50.0,50.0,0.0,0.0,0.0,6,insufficient production
